post_id,text,disease,label
6394152,"but that wasn't what caused your ""malaria""",malaria,1
63400533,"If that was the case tiote and puerta would not have died of cardiac arrest.I just laughed at the article.Heart attack can come from any angle, shock can trigger it. Notwithstanding lets try to maintain a healthy lifestyle.",heart attack,1
90088150,"That is one of the reasons why it is a pandemic.It is the unseen enemy.Note: Lots of Nigerians have already been infected, recovered and some are still recovering from the symptoms of corona disease. Most houses have one or two people with malaria, cough and loss of smell and taste issues",malaria,1
36250790,"That's awesome, my MSc thesis was on malaria. This will hopefully reduce malaria morbidity and mortality.",malaria,1
106226425,"I'm fine oo, treating typhoid and malaria. Had my first scan yesterday before commencing the treatment and all is fine. Can't wait to end it and go back for another one.. The drug and injection makes me weak but God is faithful in all",malaria,0
14827990,Can antimalaria vaccine also prevent malaria?,malaria,1
4486720,"if a good name is brush-stroke, the late gani fahwenmi is a masterpiece. a legend, an icon, a legal luminary. i pay my full respects. adieu gani.",stroke,2
48053059,Normally d one i knw serves as a sign bfor d malaria comes,malaria,1
8118697,"<user> ATTACK,? SURELY FOR GOODLUCK.",heart attack,1
34798583,"gej is a primitive ape with an IQ equivalent to groundnut seeds, while ur papa is a mad monkey who goes after anuuuus of young he-goats and u are my dog machine, ever ready to stroke its cook.",stroke,2
98115979,quit responding to all these blind guides awon scamdemic crew pray you don't get it and be treating malaria instead,malaria,1
88250093,Because they are recovering from malaria,malaria,0
75355173,just as osibanjo helicopter crash is also a sign of heart attack,heart attack,2
58697254,I have been given fansidar twice in this pregnancy for malaria prevention. Both times I experienced both vomiting and weakness for a day. Who knows your case may be different but I doubt if there is any antimalaria that doesn't have that side effect,malaria,0
104763042,Thanks dear... malaria test was positive. I started treatment today.,malaria,0
87851522,The name Buhari is giving some people heart attack,heart attack,1
4425892,"stoke on trent ko, stroke don ke ni!",stroke,2
36688389,God bless you sir. Was so surprise after taken the test result to a pharmacy and the pharmacist asked me to buy AUGMENTIN and COATEM that a I have typhoid And a slight malaria. Thank you once again for explaining the test result,malaria,0
87902076,I hope you read believe. I feel is an engineering that used the way Malaria and typhoid work to make the virus. I believe it is an engineered virus. I did not say it is. It is my belief. Okay?,malaria,1
55655375,WHo kept this Ogbanje money in that flat?Who owns the flat?WHy is NIA keeping National Asset in private home?Is the building an asset of NIA or Federal Republic of Nigeria?How come the money was discovered on Wednesday and Jonathan's Ex-CSO died of Heart Attack the following day?,heart attack,0
50719398,Yiu wan give afonjos heart attack abi?,heart attack,1
15531048,No it wouldn't. We had mosquitoes (malaria) to thank.,malaria,1
10527665,"CC.I am a lagos babe so I have never had issues after drinking pure water but I always suffer malaria whenever I come back, maybe it's cos I do not take any anti-malaria drugs before traveling down.",malaria,0
89857173,"I have been down with malaria 4d past 3 days, i took drugs, nd am getting beta....had it been i went 2 ncdc, dem 4 say i get COVID-19.....NCDC, una fada yansh",malaria,0
89767707,"Crazily Crazy.. if I hear say I be Doctor for North and I no resign or ask for sick leave...Most Aboukis going to hospitals for minor sickness like malaria and typhoid are simply telling lies, they have full blown Covid - 19.",malaria,1
67237490,"Hope you are taking enough water to flush your system? Or take a malaria test to rule malaria out. Whenever I discovered that my urine is a bit yellow, I make sure I take enough water. Happy bumping.I will update our list today. We have new mama in the house.",malaria,1
75304651,I think they (ipob) are busy preparing for their heart attack come febuharu,heart attack,1
83633153,"Malaria, killer of more people than HIV.. But for some unknown reasons my people fear the latter than the former.... Malaria awareness should be raised more than HIV..HIV can almost be prevented by individuals but malaria lives with us on a daily basis.. Rest in peace to the deceased..",malaria,1
91767510,I didn‚Äôt have malaria or take antimalarial during my first pregnancy and we were both fine.,malaria,0
94498069,You and PMP will only die of heart attack Nigeria is our country and we have the rights to protest assemble and disagree with government policies. If he Buhari is unhappy with protest he should then resign,heart attack,2
49215144,"Nairaland is too deceitful and lazy. Simple photo journalism, u can't do. Check the photo of 'this' fake doctor and d one you called a robber in your 'landlord dies of heart attack story'. Your problem is, u like to rush to d online. Bad work.",heart attack,1
9193839,"very and i mean VERY unhygeinic,you better tell her to stop if you both dont want to get hepatitis(which is worse than HIV by the way) its just gross ,totally disgusting to brush in the kitchen sink.",hepatitis,1
53674287,How do u knw its malaria? Do u have a testing device in ur blood? Wat symptoms r u having frequently?,malaria,1
100093098,Dying minute heart attack. Game lost in the last minute. 2+ millions gone into thin air. Kai.,heart attack,0
70866079,Good day mamas and happy new week. Am having malaria symptoms n a nurse recommended amatem forte soft gel I got it but it's written on the leaflet not for breastfeeding mums pls I need something to take.,malaria,0
45797586,Stroke is a major complication of hypertension and this is fairly common among Nigerians. Check your BP #stayalivenaijaKuducancer.com <user> Kudu Cancer,stroke,1
96806800,every malaria now is covid19.i guess the money use for this test must be very cheap.,malaria,1
10693242,I also suffered for sever headaches from 12 weeks to 20 weeks i mean they where so bad i thought i was having a stroke and so did my doctor. Did they check your bp and urine. Please let me know so i can further advise. Thanks,stroke,0
41012267,as easy as stroking a 'male-hen' I didn't say c0ck oh!Just stroke the 'male-hen' and let it blow. I know u luv it.,stroke,2
8054366,"Most youths are ignorant of medical tests before getting married.yes hiv,blood group and blood genotype are essentials and many know their status.what about hepatitis b and c screening?Are you considering marriage?would you go for medical tests? Pleaso do because prevention is better than cure.thanks.",hepatitis,1
19047676,I want to test for malaria,malaria,0
43688563,Mamas pls is gricin tablet or lumatem safe for treating malaria <user> 'm in 15th wk,malaria,1
9824758,"Oil subsidy removal benefit will start when we remove it, when you take malaria injection u still feel some pains” GEJ",malaria,1
45988291,"You wrote this and someone placed this on the front page. How can malaria be the best disease, when it has killed almost over half of the population of the world since it's discovery. The only best disease is to have too much money",malaria,1
68229785,The Regulation shall be phasing out of johesuites claiming doctors. You will soon see for yourself.The pharmacist that treated malaria instead of meningitis he was trained by a doctor right? Nonsense!,malaria,1
37010425,I feel chest pain ooo even headache. bck den I always feel its malaria until I recently discovered dis.dey said am still young to b on drugs so he said I shld change my life style n its seriously paying of,malaria,0
108538665,"I tested positive for the Virus, treated it and confirmed negative, had 2 shots of the Astrzeneca vaccine... Few months later I am feeling a bit under the weather again, I hope this is just malaria / harmattan sickness cos I just can't deal with Covid again.",malaria,0
